#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
819	NM_198000	chr2	-	30795562	30801737	30795694	30801557	7	30795562,30796144,30796400,30797867,30800723,30800913,30801139,	30795805,30796283,30796566,30797980,30800816,30801001,30801737,	0	1700001O22Rik	cmpl	cmpl	0,2,1,2,2,1,0,
820	NM_009116	chr2	+	30845366	30881247	30845434	30880930	4	30845366,30878409,30879491,30880794,	30845681,30878591,30879670,30881247,	0	Prrx2	cmpl	cmpl	0,1,0,2,
823	NM_019681	chr2	+	31245922	31295471	31246178	31287385	8	31245922,31270611,31280665,31282308,31284146,31284661,31287286,31292283,	31246242,31270636,31280804,31282387,31284235,31284739,31287403,31295471,	0	Ncs1	cmpl	cmpl	0,1,2,0,1,0,0,-1,
826	NM_001123362	chr2	+	31640036	31655795	31640098	31654484	5	31640036,31642202,31643786,31651850,31654068,	31640321,31642393,31643942,31651962,31655795,	0	Prdm12	cmpl	cmpl	0,1,0,0,1,
827	NM_178887	chr2	-	31813289	31846005	31816437	31845782	7	31813289,31817123,31821471,31833782,31834288,31838297,31845710,	31816697,31817303,31821568,31833919,31834448,31838771,31846005,	0	Fibcd1	cmpl	cmpl	1,1,0,1,0,0,0,
828	NM_011836	chr2	+	31887280	31949083	31887343	31945414	28	31887280,31898229,31900474,31903429,31905607,31905908,31908593,31911990,31913035,31914613,31914959,31915857,31918427,31920502,31921631,31922332,31922926,31924567,31925537,31925980,31928791,31930633,31931881,31935728,31937889,31939510,31940686,31945169,	31887743,31898534,31900605,31903596,31905796,31906026,31908692,31912127,31913146,31914806,31915078,31916082,31918616,31920748,31921782,31922475,31923105,31924709,31925743,31926057,31928923,31930781,31932025,31935831,31938089,31939657,31940786,31949083,	0	Lamc3	cmpl	cmpl	0,1,0,2,1,1,2,2,1,1,2,1,1,1,1,2,1,0,1,0,2,2,0,0,1,0,0,1,
829	NM_175511	chr2	-	32066884	32083705	32069244	32082906	2	32066884,32082583,	32069773,32083705,	0	Fam78a	cmpl	cmpl	2,0,
834	NM_001252547	chr2	+	32727688	32755007	32727762	32754571	11	32727688,32737518,32744750,32745834,32747021,32749152,32750951,32751513,32752613,32752988,32754395,	32727806,32737558,32744879,32746289,32747146,32749685,32751067,32751685,32752725,32753195,32755007,	0	Sh2d3c	cmpl	cmpl	0,2,0,0,2,1,0,2,0,1,1,
841	NR_046275	chr2	+	33641192	33645663	33645663	33645663	3	33641192,33641475,33642126,	33641344,33641601,33645663,	0	C130021I20Rik	unk	unk	-1,-1,-1,
841	NM_010725	chr2	-	33560964	33641098	33564635	33640598	8	33560964,33565081,33566670,33566884,33567147,33569049,33639488,33640441,	33564793,33565225,33566737,33566962,33567329,33569282,33639675,33641098,	0	Lmx1b	cmpl	cmpl	1,1,0,0,1,2,1,0,
851	NM_028716	chr2	-	34893754	34913976	34895718	34911796	15	34893754,34897056,34898073,34898923,34899582,34901059,34903135,34903351,34904054,34905449,34906457,34907004,34911163,34911616,34913940,	34896061,34897152,34898159,34899011,34899744,34901127,34903256,34903420,34904150,34905598,34906558,34907100,34911245,34911802,34913976,	0	Phf19	cmpl	cmpl	2,2,0,2,2,0,2,2,2,0,1,1,0,0,-1,
857	NM_001001602	chr2	+	35691993	35730994	35692243	35728225	14	35691993,35707647,35708813,35709817,35712865,35713105,35715268,35717070,35718759,35719852,35721260,35723028,35727425,35728057,	35692410,35707801,35708912,35710372,35713010,35713250,35715505,35717272,35718938,35720741,35721413,35723222,35727513,35730994,	0	Dab2ip	cmpl	cmpl	0,2,0,0,0,1,2,2,0,2,0,0,2,0,
860	NM_001083125	chr2	-	36081952	36105408	36083995	36105207	9	36081952,36090961,36091319,36091605,36094212,36102857,36103345,36103893,36105123,	36084075,36091136,36091415,36091706,36094433,36102979,36103528,36103965,36105408,	0	Lhx6	cmpl	cmpl	1,0,0,1,2,0,0,0,0,
861	NM_008969	chr2	+	36230425	36252271	36230562	36251351	11	36230425,36230667,36237206,36237650,36237956,36240595,36240870,36242762,36245043,36249095,36250995,	36230569,36230763,36237323,36237791,36238100,36240777,36240954,36243009,36245330,36249243,36252271,	0	Ptgs1	cmpl	cmpl	0,1,1,1,1,1,0,0,1,0,1,
873	NM_001163566	chr2	+	37776248	37799103	37776340	37796672	13	37776248,37783199,37786438,37786717,37787263,37787658,37790127,37791085,37792053,37793098,37794529,37795374,37796447,	37776446,37783523,37786634,37786857,37787449,37787772,37791000,37791591,37792219,37793867,37794646,37795501,37799103,	0	Crb2	cmpl	cmpl	0,1,1,2,1,1,1,1,0,1,2,2,0,
877	NM_010710	chr2	+	38351307	38369737	38351773	38369129	5	38351307,38353310,38354448,38359897,38368841,	38351893,38353513,38354852,38360103,38369737,	0	Lhx2	cmpl	cmpl	0,0,2,1,0,
880	NM_139051	chr2	-	38692659	38714542	38694016	38710757	7	38692659,38700174,38701966,38707910,38710409,38710655,38714356,	38694264,38700322,38702086,38708539,38710551,38710772,38714542,	0	Nr5a1	cmpl	cmpl	1,0,0,1,0,0,-1,
981	NM_001141981	chr2	-	51924448	51935163	51925175	51932402	5	51924448,51926680,51929659,51932399,51934831,	51925934,51926760,51929849,51932523,51935163,	0	Rbm43	cmpl	cmpl	0,1,0,0,-1,
997	NM_023396	chr2	-	54084092	54085552	54084974	54085304	1	54084092,	54085552,	0	Rprm	cmpl	cmpl	0,
1020	NM_001139509	chr2	-	57107225	57124003	57108155	57112439	8	57107225,57108560,57109062,57110113,57110636,57111575,57112950,57123828,	57108412,57108739,57109265,57110277,57110766,57112441,57113072,57124003,	0	Nr4a2	cmpl	cmpl	1,2,0,1,0,0,-1,-1,
1029	NM_001033369	chr2	-	58267452	58324807	58274917	58315946	8	58267452,58280238,58281596,58283388,58284831,58287680,58315792,58324783,	58275043,58280369,58281721,58283545,58284999,58287911,58316023,58324807,	0	Acvr1c	cmpl	cmpl	0,1,2,1,1,1,0,-1,
1044	NM_025422	chr2	-	60251992	60284484	60252291	60284120	5	60251992,60257032,60257882,60272101,60284059,	60252491,60257203,60257999,60272212,60284484,	0	Cd302	cmpl	cmpl	1,1,1,1,0,
1056	NM_009322	chr2	+	61804452	61814113	61804707	61812438	6	61804452,61805973,61806631,61807278,61808498,61811582,	61805399,61806128,61806753,61807437,61808560,61814113,	0	Tbr1	cmpl	cmpl	0,2,1,0,0,2,
1122	NM_022435	chr2	+	70474922	70477726	70475265	70477169	2	70474922,70476023,	70475316,70477726,	0	Sp5	cmpl	cmpl	0,0,
1123	NM_008077	chr2	+	70562128	70602014	70563831	70600796	17	70562128,70563767,70567185,70572705,70574068,70579110,70585833,70587122,70587322,70587633,70589772,70591105,70593431,70594623,70597161,70599608,70600622,	70562332,70563910,70567248,70572864,70574311,70579201,70585946,70587238,70587402,70587688,70589889,70591170,70593510,70594773,70597269,70599698,70602014,	0	Gad1	cmpl	cmpl	-1,0,1,1,1,1,2,1,0,2,0,0,2,0,0,0,0,
1127	NM_028593	chr2	+	71118053	71142926	71118119	71138657	4	71118053,71129652,71137488,71138341,	71118312,71129861,71137643,71142926,	0	Cybrd1	cmpl	cmpl	0,1,0,2,
1130	NR_002854	chr2	-	71530637	71537891	71537891	71537891	2	71530637,71537579,	71533118,71537891,	0	Dlx1as	unk	unk	-1,-1,
1130	NM_010054	chr2	-	71543407	71546754	71544519	71546392	3	71543407,71545383,71545983,	71544924,71545568,71546754,	0	Dlx2	cmpl	cmpl	0,1,0,
1130	NM_010053	chr2	+	71529444	71533981	71529993	71532518	3	71529444,71530956,71532263,	71530306,71531156,71533981,	0	Dlx1	cmpl	cmpl	0,1,0,
1144	NM_001005343	chr2	+	73271925	73275771	73272070	73274558	2	73271925,73273124,	73272091,73275771,	0	Sp9	cmpl	cmpl	0,0,
1154	NM_007967	chr2	-	74652990	74659557	74655615	74659419	3	74652990,74657766,74658992,	74656335,74658047,74659557,	0	Evx2	cmpl	cmpl	0,1,0,
1154	NM_008274	chr2	+	74675012	74677705	74675086	74676052	2	74675012,74675813,	74675654,74677705,	0	Hoxd12	cmpl	cmpl	0,1,
1154	NM_008275	chr2	+	74668224	74671603	74668309	74670136	2	74668224,74669885,	74669078,74671603,	0	Hoxd13	cmpl	cmpl	0,1,
1154	NM_013555	chr2	+	74697762	74700208	74698055	74699421	2	74697762,74699179,	74698833,74700208,	0	Hoxd9	cmpl	cmpl	0,1,
1154	NM_013554	chr2	+	74691890	74695106	74691979	74694368	2	74691890,74694090,	74692724,74695106,	0	Hoxd10	cmpl	cmpl	0,1,
1154	NM_008273	chr2	+	74682322	74687016	74682392	74684138	2	74682322,74683902,	74683167,74687016,	0	Hoxd11	cmpl	cmpl	0,1,
1154	NM_008276	chr2	+	74705488	74707932	74705547	74706812	2	74705488,74706513,	74706118,74707932,	0	Hoxd8	cmpl	cmpl	0,1,
1155	NM_010469	chr2	+	74721977	74729159	74727278	74728587	6	74721977,74722552,74723331,74725462,74726875,74728261,	74722177,74722631,74723367,74725978,74727705,74729159,	0	Hoxd4	cmpl	cmpl	-1,-1,-1,-1,0,1,
1155	NM_010468	chr2	+	74711992	74748271	74744011	74747079	3	74711992,74743927,74746321,	74712316,74744555,74748271,	0	Hoxd3	cmpl	cmpl	-1,0,1,
1155	NM_010467	chr2	+	74762979	74765142	74763101	74764389	2	74762979,74764054,	74763753,74765142,	0	Hoxd1	cmpl	cmpl	0,1,
1198	NM_011356	chr2	-	80411969	80447396	80413361	80446840	6	80411969,80417892,80418311,80424598,80438494,80446362,	80413472,80417956,80418516,80424664,80438542,80447396,	0	Frzb	cmpl	cmpl	0,2,1,1,1,0,
1230	NM_001145100	chr2	+	84659078	84668781	84661476	84668191	5	84659078,84660096,84661047,84661430,84666143,	84659593,84660181,84661159,84661600,84668781,	0	Btbd18	cmpl	cmpl	-1,-1,-1,0,1,
1232	NM_199223	chr2	-	84871945	84886692	84871945	84886692	3	84871945,84880387,84886661,	84872695,84880869,84886692,	0	Rtn4rl2	cmpl	cmpl	0,1,0,
1232	NM_001081349	chr2	+	84839407	84863586	84839565	84863029	15	84839407,84840838,84849665,84849951,84850115,84852667,84854411,84855470,84856756,84857060,84857283,84859688,84860089,84861375,84862882,	84839681,84841005,84849843,84850007,84850192,84852760,84854545,84855649,84856903,84857096,84857437,84859830,84860163,84861499,84863586,	0	Slc43a1	cmpl	cmpl	0,2,1,2,1,0,0,2,1,1,1,2,0,2,0,
1278	NM_026161	chr2	+	90885785	90890526	90889384	90890365	2	90885785,90889379,	90886003,90890526,	0	C1qtnf4	cmpl	cmpl	-1,0,
1282	NM_001145857	chr2	+	91457530	91479287	91457700	91477771	12	91457530,91471128,91473156,91473557,91473907,91474347,91474705,91475182,91476265,91476583,91477097,91477520,	91457752,91471275,91473273,91473671,91474024,91474476,91474825,91475308,91476391,91476718,91477223,91479287,	0	Lrp4	cmpl	cmpl	0,1,1,1,1,1,1,1,1,1,1,1,
1286	NM_007699	chr2	+	91922188	91929829	91927248	91928688	2	91922188,91927216,	91922343,91929829,	0	Chrm4	cmpl	cmpl	-1,0,
1290	NM_145832	chr2	-	92452764	92460518	92454214	92459159	3	92452764,92458666,92460402,	92454774,92459190,92460518,	0	Slc35c1	cmpl	cmpl	1,0,-1,
1291	NM_023850	chr2	+	92599706	92615252	92613184	92614420	3	92599706,92611693,92613142,	92600148,92611823,92615252,	0	Chst1	cmpl	cmpl	-1,-1,0,
1294	NM_001177536	chr2	-	92974905	93046165	92974905	93013883	7	92974905,92980510,92993363,93012626,93013312,93013764,93045978,	92975861,92980698,92993431,93012889,93013416,93013889,93046165,	0	Prdm11	cmpl	cmpl	1,2,0,1,2,0,-1,
1299	NM_007442	chr2	+	93642433	93681339	93642658	93677561	4	93642433,93668354,93675295,93677231,	93643088,93668665,93675424,93681339,	0	Alx4	cmpl	cmpl	0,1,0,0,
1301	NM_001145034	chr2	-	93955809	93957100	93956386	93956758	1	93955809,	93957100,	0	Gm13889	cmpl	cmpl	0,
1304	NR_029752	chr2	-	94241363	94241453	94241453	94241453	1	94241363,	94241453,	0	Mir129-2	unk	unk	-1,
1361	NM_001083810	chr2	-	101714284	101797707	101717065	101772293	9	101714284,101729423,101734604,101741286,101746725,101758509,101770934,101772129,101797420,	101717466,101729550,101734745,101741378,101746783,101758558,101771015,101772408,101797707,	0	Prr5l	cmpl	cmpl	1,0,0,1,0,2,2,0,-1,
1366	NM_010218	chr2	-	102449365	102451792	102450235	102451588	1	102449365,	102451792,	0	Fjx1	cmpl	cmpl	0,
1378	NM_001142335	chr2	+	103970286	103981878	103970358	103981094	4	103970286,103970492,103976004,103980874,	103970365,103970712,103976220,103981878,	0	Lmo2	cmpl	cmpl	0,1,2,2,
1387	NM_144783	chr2	+	105126528	105173614	105126796	105172344	10	105126528,105132937,105133401,105143084,105144141,105163324,105166817,105169033,105169925,105172222,	105127442,105133060,105133504,105143162,105144192,105163421,105166968,105169123,105170018,105173614,	0	Wt1	cmpl	cmpl	0,1,1,2,2,2,0,1,1,1,
1391	NM_001244198	chr2	+	105668895	105698410	105680297	105696355	13	105668895,105679809,105680246,105683827,105684750,105684886,105685777,105691564,105692193,105692469,105692736,105695305,105696269,	105669049,105679889,105680307,105683958,105684792,105685102,105685943,105691723,105692276,105692620,105692852,105695456,105698410,	0	Pax6	cmpl	cmpl	-1,-1,0,1,0,0,0,1,1,0,1,0,1,
1452	NM_011824	chr2	-	113748674	113758648	113749599	113750154	2	113748674,113758490,	113750155,113758648,	0	Grem1	cmpl	cmpl	0,-1,
1454	NM_010290	chr2	-	114009600	114013619	114011028	114013134	2	114009600,114013063,	114011923,114013619,	0	Gjd2	cmpl	cmpl	2,0,
1454	NR_028423	chr2	+	114013564	114032292	114032292	114032292	5	114013564,114016991,114020181,114023228,114031193,	114013897,114017033,114020208,114023277,114032292,	0	A530058N18Rik	unk	unk	-1,-1,-1,-1,-1,
1470	NR_033447	chr2	-	116074547	116076096	116076096	116076096	1	116074547,	116076096,	0	2810405F15Rik	unk	unk	-1,
1490	NM_001033254	chr2	+	118663576	118698020	118688801	118696574	11	118663576,118664782,118677722,118688796,118689733,118693226,118693866,118694293,118694514,118695206,118696406,	118664023,118664866,118677828,118689005,118690390,118693724,118694000,118694420,118694640,118695341,118698020,	0	Pak6	cmpl	cmpl	-1,-1,-1,0,0,0,0,2,0,0,0,
1490	NM_001081971	chr2	-	118699102	118703963	118702265	118703438	1	118699102,	118703963,	0	Ankrd63	cmpl	cmpl	0,
1490	NM_177568	chr2	-	118707516	118728438	118708998	118728321	32	118707516,118709537,118710202,118710726,118710920,118711092,118711335,118711681,118711930,118712128,118712366,118713128,118713734,118714623,118715362,118715597,118717026,118717211,118717394,118718189,118718509,118718793,118719113,118719354,118719659,118723127,118723304,118723455,118723667,118724387,118725016,118728237,	118709202,118709624,118710260,118710822,118710997,118711255,118711546,118711729,118712003,118712223,118712471,118713228,118713899,118714778,118715487,118715682,118717123,118717327,118717557,118718274,118718592,118718951,118719260,118719521,118719760,118723203,118723358,118723535,118723808,118724456,118725094,118728438,	0	Plcb2	cmpl	cmpl	0,0,2,2,0,2,1,1,0,1,1,0,0,1,2,1,0,1,0,2,0,1,1,2,0,2,2,0,0,0,0,0,
1491	NM_170593	chr2	+	118779718	118795175	118786061	118792826	8	118779718,118786045,118786699,118786870,118787271,118787558,118788016,118789598,	118779944,118786375,118786729,118786994,118787387,118787686,118788114,118795175,	0	Disp2	cmpl	cmpl	-1,0,2,2,0,2,1,0,
1492	NM_001045523	chr2	+	118901614	118924524	118915901	118922572	7	118901614,118915887,118919132,118920196,118920755,118921595,118922382,	118901757,118917309,118919515,118920356,118920832,118921696,118924524,	0	Bahd1	cmpl	cmpl	-1,0,1,0,1,0,2,
1494	NM_177157	chr2	+	119167787	119172389	119167837	119172065	3	119167787,119169675,119171941,	119167873,119169770,119172389,	0	Gchfr	cmpl	cmpl	0,0,2,
1495	NR_030683	chr2	-	119321198	119326197	119326197	119326197	4	119321198,119324844,119325167,119325980,	119321666,119324976,119325329,119326197,	0	Gm14207	unk	unk	-1,-1,-1,-1,
1495	NM_019454	chr2	+	119325783	119335666	119326140	119334633	11	119325783,119326314,119327062,119327928,119328531,119328681,119330615,119330961,119332142,119334047,119334627,	119326206,119326587,119327120,119328192,119328592,119328812,119330785,119331181,119332845,119334156,119335666,	0	Dll4	cmpl	cmpl	0,0,0,1,1,2,1,0,1,2,0,
1498	NM_008523	chr2	-	119751325	119758525	119751601	119758298	14	119751325,119752065,119752230,119752496,119752694,119752925,119753113,119753426,119753614,119754171,119754577,119755130,119755614,119758246,	119751934,119752156,119752365,119752598,119752787,119753023,119753243,119753491,119753705,119754364,119754673,119755283,119755713,119758525,	0	Ltk	cmpl	cmpl	0,2,2,2,2,0,2,0,2,1,1,1,1,0,
1498	NM_146125	chr2	+	119742336	119751253	119742378	119750867	7	119742336,119749189,119749361,119749672,119750093,119750476,119750663,	119742861,119749286,119749578,119749877,119750195,119750548,119751253,	0	Itpka	cmpl	cmpl	0,0,1,2,0,0,0,
1518	NM_025777	chr2	+	122298899	122302885	122299040	122302397	6	122298899,122300147,122300564,122301171,122301660,122302203,	122299187,122300205,122300699,122301385,122301875,122302885,	0	Duoxa2	cmpl	cmpl	0,0,1,1,2,1,
1519	NR_027919	chr2	-	122466582	122467797	122467797	122467797	1	122466582,	122467797,	0	Bambi-ps1	unk	unk	-1,
1520	NM_025961	chr2	-	122594472	122611277	122595496	122611216	9	122594472,122597371,122598136,122600378,122600691,122602504,122603581,122609668,122611147,	122595609,122597488,122598200,122600543,122600829,122602695,122603777,122609887,122611277,	0	Gatm	cmpl	cmpl	1,1,0,0,0,1,0,0,0,
1550	NM_011978	chr2	+	126553023	126588243	126553154	126587936	10	126553023,126561536,126564677,126567746,126574701,126577859,126578848,126580905,126586251,126587759,	126553632,126561746,126564836,126567871,126574896,126577950,126579047,126581003,126586382,126588243,	0	Slc27a2	cmpl	cmpl	0,1,1,1,0,0,1,2,1,0,
1556	NM_010090	chr2	+	127336158	127338377	127336237	127337795	4	127336158,127336776,127337248,127337580,	127336637,127336898,127337468,127338377,	0	Dusp2	cmpl	cmpl	0,1,0,1,
1556	NM_009633	chr2	+	127363178	127367221	127363579	127364926	1	127363178,	127367221,	0	Adra2b	cmpl	cmpl	0,
1557	NM_001111331	chr2	-	127456497	127482499	127458340	127482107	8	127456497,127459329,127459982,127460432,127465047,127465348,127465853,127482004,	127458388,127459392,127460087,127460540,127465118,127465418,127465978,127482499,	0	Kcnip3	cmpl	cmpl	0,0,0,0,1,0,1,0,
1558	NM_001171187	chr2	-	127633225	127656695	127634979	127656133	3	127633225,127638588,127656040,	127635054,127638714,127656695,	0	Mal	cmpl	cmpl	0,0,0,
1568	NM_024237	chr2	+	128863931	128897034	128864072	128895589	8	128863931,128877359,128880255,128889700,128892442,128893766,128894765,128895216,	128864147,128877519,128880426,128889826,128892583,128893904,128894904,128897034,	0	Fbln7	cmpl	cmpl	0,0,1,1,1,1,1,2,
1579	NM_001110513	chr2	+	130295938	130370481	130296012	130369508	17	130295938,130306407,130306800,130306998,130308552,130309672,130358774,130359568,130359770,130360003,130361617,130361828,130361989,130362245,130365459,130369437,130369690,	130296149,130306564,130306864,130307054,130308626,130309741,130358856,130359686,130359904,130360130,130361706,130361894,130362161,130362431,130365657,130369513,130370481,	0	Ebf4	cmpl	cmpl	0,2,0,1,0,2,2,0,1,0,1,0,0,1,1,1,-1,
1581	NM_011025	chr2	+	130576168	130577053	130576209	130576932	3	130576168,130576590,130576876,	130576329,130576792,130577053,	0	Oxt	cmpl	cmpl	0,0,1,
1581	NM_009732	chr2	-	130580619	130582588	130580676	130582541	3	130580619,130581055,130582409,	130580849,130581257,130582588,	0	Avp	cmpl	cmpl	1,0,0,
1581	NM_197945	chr2	-	130632764	130642844	130634765	130637956	5	130632764,130635772,130636942,130637884,130642720,	130635464,130636627,130637419,130638047,130642844,	0	Lzts3	cmpl	cmpl	0,0,0,0,-1,
